UMAP1,UMAP2,zval,cluster
-3.9736824,2.953275,-1.43286683447482,alpha_2
-7.798414,-2.3518944,-2,alpha_1
-8.304509,0.9073873,-0.952844877871583,alpha_1
6.338488,-3.0805805,-0.0882921128781692,beta_1
2.703032,2.6335943,-0.558735544434997,beta_2
7.6499643,-2.689616,-1.14118497925829,beta_1
3.5289578,3.0628119,-2,beta_2
-7.662198,0.22654058,0.166615800295531,alpha_1
7.204388,-4.340239,1.48673769623041,beta_1
5.8240333,1.8787788,-0.480814588067304,beta_2
7.9254074,-0.04673415,-0.655643972586754,beta_2
5.417773,0.0058427076,0.944628167218256,beta_2
6.8654304,-3.783139,1.55781042564131,beta_1
4.591184,2.7075756,-1.91481100274785,beta_2
5.489586,1.2316201,-0.755910353939529,beta_2
-0.4754858,-0.95107555,0.658474508198418,delta_1
-9.082471,-0.12473193,0.0805186268090683,alpha_1
-3.4692543,4.1156573,-2,alpha_2
-0.3564997,-0.872694,0.121665684495195,delta_1
-9.8989315,-1.5992808,1.14451167618528,alpha_1
