"",ps,smoothed.percent.open,celltype,gene,peak,avg.open
"761",0.606060606060606,6.48216962359861,alpha,RFX8,2:102090308-102091794,4.28025377423377
"762",0.616161616161616,6.48520456895627,alpha,RFX8,2:102090308-102091794,4.28025377423377
"763",0.626262626262626,6.47562300116256,alpha,RFX8,2:102090308-102091794,4.28025377423377
"764",0.636363636363637,6.4541018058209,alpha,RFX8,2:102090308-102091794,4.28025377423377
"765",0.646464646464647,6.42136986631997,alpha,RFX8,2:102090308-102091794,4.28025377423377
"766",0.656565656565657,6.37819754481179,alpha,RFX8,2:102090308-102091794,4.28025377423377
"767",0.666666666666667,6.32538651541911,alpha,RFX8,2:102090308-102091794,4.28025377423377
"768",0.676767676767677,6.26376008378241,alpha,RFX8,2:102090308-102091794,4.28025377423377
"769",0.686868686868687,6.19415410406932,alpha,RFX8,2:102090308-102091794,4.28025377423377
"770",0.696969696969697,6.11740858174574,alpha,RFX8,2:102090308-102091794,4.28025377423377
"771",0.707070707070707,6.03436002832421,alpha,RFX8,2:102090308-102091794,4.28025377423377
"772",0.717171717171717,5.94583461343846,alpha,RFX8,2:102090308-102091794,4.28025377423377
"773",0.727272727272727,5.85264214032324,alpha,RFX8,2:102090308-102091794,4.28025377423377
"774",0.737373737373738,5.75278151173682,alpha,RFX8,2:102090308-102091794,4.28025377423377
"775",0.747474747474748,5.64418962999136,alpha,RFX8,2:102090308-102091794,4.28025377423377
"776",0.757575757575758,5.52758002860955,alpha,RFX8,2:102090308-102091794,4.28025377423377
"777",0.767676767676768,5.40367741283602,alpha,RFX8,2:102090308-102091794,4.28025377423377
"778",0.777777777777778,5.2732115327805,alpha,RFX8,2:102090308-102091794,4.28025377423377
"779",0.787878787878788,5.13691139972856,alpha,RFX8,2:102090308-102091794,4.28025377423377
"780",0.797979797979798,4.99549988972111,alpha,RFX8,2:102090308-102091794,4.28025377423377
"781",0.808080808080808,4.84968876951414,alpha,RFX8,2:102090308-102091794,4.28025377423377
"782",0.818181818181818,4.70017417124997,alpha,RFX8,2:102090308-102091794,4.28025377423377
"783",0.828282828282828,4.54763253374443,alpha,RFX8,2:102090308-102091794,4.28025377423377
"784",0.838383838383838,4.39271702034428,alpha,RFX8,2:102090308-102091794,4.28025377423377
"785",0.848484848484848,4.23605441593374,alpha,RFX8,2:102090308-102091794,4.28025377423377
"786",0.858585858585859,4.07790873622312,alpha,RFX8,2:102090308-102091794,4.28025377423377
"787",0.868686868686869,3.9184018999462,alpha,RFX8,2:102090308-102091794,4.28025377423377
"788",0.878787878787879,3.75792382080051,alpha,RFX8,2:102090308-102091794,4.28025377423377
"789",0.888888888888889,3.59685991086677,alpha,RFX8,2:102090308-102091794,4.28025377423377
